일시,자치구,승차총승객수,하차총승객수
20200530,중구,114786,117057
20200530,중랑구,50585,48750
20200531,강남구,180675,184265
20200531,강동구,68108,67312
20200531,강북구,42323,41428
20200531,강서구,97040,94577
20200531,관악구,44856,43432
20200531,광진구,77018,76713
20200531,구로구,84927,84164
20200531,금천구,24489,25376
20200531,노원구,94784,93212
20200531,도봉구,40443,40274
20200531,동대문구,46605,46565
20200531,동작구,96843,99404
20200531,마포구,128466,127687
20200531,서대문구,16363,16132
20200531,서초구,85610,83603
20200531,성동구,59029,60925
20200531,성북구,51676,48846
20200531,송파구,88102,90574
20200531,양천구,29588,29421
20200531,영등포구,108239,107653
20200531,용산구,46042,42862
20200531,은평구,74873,74761
20200531,종로구,98472,101265
20200531,중구,73064,74729
20200531,중랑구,35494,34668
20200601,강남구,541852,567102
20200601,강동구,150973,146188
20200601,강북구,77920,75859
20200601,강서구,210018,202067
20200601,관악구,86561,82681
20200601,광진구,123249,122196
20200601,구로구,196413,196127
20200601,금천구,93488,97453
20200601,노원구,185863,182363
20200601,도봉구,65186,64261
20200601,동대문구,92287,91367
20200601,동작구,189802,188556
20200601,마포구,236753,244089
20200601,서대문구,33404,32420
20200601,서초구,139569,138578
20200601,성동구,142306,145554
20200601,성북구,104260,98974
20200601,송파구,206504,205940
20200601,양천구,71066,71848
20200601,영등포구,269649,276338
20200601,용산구,85660,86310
20200601,은평구,158433,152676
20200601,종로구,220424,222209
20200601,중구,229424,234744
20200601,중랑구,67541,65837
20200602,강남구,542374,566508
20200602,강동구,149065,144545
20200602,강북구,75213,73684
20200602,강서구,204688,197719
20200602,관악구,85608,81257
20200602,광진구,119133,118266
20200602,구로구,193002,192457
20200602,금천구,91658,95698
20200602,노원구,181124,177553
20200602,도봉구,62398,61460
20200602,동대문구,89359,88207
20200602,동작구,188421,186990
20200602,마포구,234127,240528
20200602,서대문구,32330,31406
20200602,서초구,135377,136723
20200602,성동구,141912,144577
20200602,성북구,102685,97156
20200602,송파구,204409,202692
20200602,양천구,70177,71085
20200602,영등포구,264267,269218
20200602,용산구,83724,84795
20200602,은평구,155597,150226
20200602,종로구,214699,215642
20200602,중구,227158,231747
20200602,중랑구,65679,64384
20200603,강남구,555546,581410
20200603,강동구,153943,149012
20200603,강북구,79086,76725
20200603,강서구,211351,203793
20200603,관악구,88317,83975
20200603,광진구,126319,125665
20200603,구로구,198943,198546
20200603,금천구,93627,97418
20200603,노원구,189319,185236
20200603,도봉구,66648,65760
20200603,동대문구,94220,92232
20200603,동작구,196217,193921
20200603,마포구,247991,255518
20200603,서대문구,33540,32698
20200603,서초구,141743,143373
20200603,성동구,147526,150057
20200603,성북구,105984,100240
20200603,송파구,211802,209828
20200603,양천구,72420,72987
20200603,영등포구,275619,281791
20200603,용산구,86233,87738
20200603,은평구,161662,155937
20200603,종로구,230144,231477
20200603,중구,235258,240132
20200603,중랑구,68378,66941
20200604,강남구,557765,585909
20200604,강동구,153378,147962
20200604,강북구,78270,75914
20200604,강서구,210599,203472
20200604,관악구,87858,82653
20200604,광진구,126108,124630
20200604,구로구,197521,196460
20200604,금천구,92623,97068
20200604,노원구,186959,182945
20200604,도봉구,65252,64248
20200604,동대문구,92547,91172
20200604,동작구,195984,193640
20200604,마포구,246643,253876
20200604,서대문구,33348,32360
20200604,서초구,141884,143737
20200604,성동구,146348,149179
20200604,성북구,105374,98996
20200604,송파구,211055,208983
20200604,양천구,71668,72258
20200604,영등포구,272434,278378
20200604,용산구,88134,89547
20200604,은평구,160524,154214
20200604,종로구,226401,227875
20200604,중구,233931,240176
20200604,중랑구,67665,65931
20200605,강남구,573913,607997
20200605,강동구,157209,151324
20200605,강북구,80841,77229
20200605,강서구,216517,205581
20200605,관악구,89763,83628
20200605,광진구,132767,133345
20200605,구로구,201241,200541
20200605,금천구,93155,96106
20200605,노원구,193062,187105
20200605,도봉구,66818,65451
20200605,동대문구,96522,93146
20200605,동작구,204111,201088
20200605,마포구,259059,271776
20200605,서대문구,34449,32805
20200605,서초구,155177,163824
20200605,성동구,150310,152802
20200605,성북구,109345,99793
20200605,송파구,216323,213381
20200605,양천구,74192,74487
20200605,영등포구,283609,289069
20200605,용산구,93137,95547
20200605,은평구,164260,156006
20200605,종로구,231470,235471
20200605,중구,232781,239682
20200605,중랑구,70276,67525
20200606,강남구,266543,279328
20200606,강동구,91367,88437
20200606,강북구,52627,49686
20200606,강서구,125460,119992
20200606,관악구,58469,54282
20200606,광진구,98343,99451
20200606,구로구,116329,114830
20200606,금천구,32159,32653
20200606,노원구,120296,117906
20200606,도봉구,47514,46678
20200606,동대문구,60739,57849
20200606,동작구,132799,130716
20200606,마포구,175460,183487
20200606,서대문구,21829,21068
20200606,서초구,106970,110718
20200606,성동구,81112,82709
20200606,성북구,64583,58423
20200606,송파구,119407,116875
20200606,양천구,40504,39753
20200606,영등포구,146016,148805
20200606,용산구,54762,57034
20200606,은평구,97991,94792
20200606,종로구,141406,145235
20200606,중구,105601,107400
20200606,중랑구,45797,43688
20200607,강남구,182989,186672
20200607,강동구,67926,67440
20200607,강북구,41869,40632
20200607,강서구,98521,96624
20200607,관악구,44149,42952
20200607,광진구,77613,77586
20200607,구로구,84263,83453
20200607,금천구,24225,25140
20200607,노원구,94268,93003
20200607,도봉구,39237,39403
20200607,동대문구,46329,46158
20200607,동작구,97704,100444
20200607,마포구,131465,132099
20200607,서대문구,16087,16218
20200607,서초구,89977,86306
20200607,성동구,60366,62656
20200607,성북구,52728,50119
20200607,송파구,88599,91025
20200607,양천구,29472,29171
20200607,영등포구,110628,110520
20200607,용산구,48487,44367
20200607,은평구,75228,75075
20200607,종로구,98258,100364
20200607,중구,73427,74310
20200607,중랑구,35786,34877
20200608,강남구,544703,569793
20200608,강동구,151165,147053
20200608,강북구,77006,75078
20200608,강서구,208975,200931
20200608,관악구,85716,82161
20200608,광진구,122262,121492
20200608,구로구,195356,194951
20200608,금천구,92376,96385
20200608,노원구,183462,180060
20200608,도봉구,63893,62552
20200608,동대문구,90909,90036
20200608,동작구,190424,189288
20200608,마포구,239608,246699
20200608,서대문구,33038,32189
20200608,서초구,141498,141079
20200608,성동구,141942,144658
20200608,성북구,104492,98900
20200608,송파구,205672,204582
20200608,양천구,70584,71561
20200608,영등포구,269539,275691
20200608,용산구,85326,86075
20200608,은평구,158659,153059
20200608,종로구,219385,221393
20200608,중구,228518,233080
20200608,중랑구,66326,64873
20200609,강남구,556463,582945
20200609,강동구,152817,148074
20200609,강북구,76826,74762
20200609,강서구,210300,201798
20200609,관악구,86278,82293
20200609,광진구,124134,123260
20200609,구로구,194178,193458
20200609,금천구,92436,96587
20200609,노원구,184712,180882
20200609,도봉구,64529,63762
20200609,동대문구,90857,89103
20200609,동작구,193926,191557
20200609,마포구,244698,252161
20200609,서대문구,33515,32318
20200609,서초구,141879,143090
20200609,성동구,146045,148815
20200609,성북구,104728,98979
20200609,송파구,208476,207114
20200609,양천구,71589,72092
20200609,영등포구,273738,279300
20200609,용산구,85619,86657
20200609,은평구,159942,154272
20200609,종로구,223195,224927
20200609,중구,232518,236818
20200609,중랑구,66693,65201
20200610,강남구,560910,582891
20200610,강동구,153635,149518
20200610,강북구,78614,77179
20200610,강서구,210760,203917
20200610,관악구,87024,83358
20200610,광진구,123397,122966
20200610,구로구,196756,196930
20200610,금천구,93331,96542
20200610,노원구,186301,182764
20200610,도봉구,65108,64206
20200610,동대문구,91594,90993
20200610,동작구,195909,194095
20200610,마포구,250067,258236
20200610,서대문구,33075,32610
20200610,서초구,142965,144702
20200610,성동구,147878,151178
20200610,성북구,105150,99981
20200610,송파구,211843,211113
20200610,양천구,71656,73362
20200610,영등포구,278688,280882
20200610,용산구,86946,88227
20200610,은평구,161337,156299
20200610,종로구,228494,226892
20200610,중구,236428,237942
20200610,중랑구,67001,66297
20200611,강남구,553261,581606
20200611,강동구,153246,147709
20200611,강북구,77141,74785
20200611,강서구,211125,203009
20200611,관악구,87414,82091
20200611,광진구,124972,124015
20200611,구로구,194859,194872
20200611,금천구,91494,96007
20200611,노원구,179222,175756
20200611,도봉구,64663,63244
20200611,동대문구,92085,89769
20200611,동작구,194934,192045
20200611,마포구,248231,256418
20200611,서대문구,33163,32009
20200611,서초구,142985,144865
20200611,성동구,146196,149901
20200611,성북구,104275,97446
20200611,송파구,209119,207131
20200611,양천구,71884,72211
20200611,영등포구,273443,279588
20200611,용산구,87062,88399
20200611,은평구,159817,153970
20200611,종로구,224113,225965
20200611,중구,233937,239765
20200611,중랑구,67158,65412
20200612,강남구,569137,603187
20200612,강동구,156061,150494
20200612,강북구,79985,77033
20200612,강서구,216663,205952
20200612,관악구,89336,83420
20200612,광진구,129916,130671
20200612,구로구,199499,198490
20200612,금천구,92186,95788
20200612,노원구,190330,185371
20200612,도봉구,66105,64480
20200612,동대문구,94473,92163
20200612,동작구,204299,200141
20200612,마포구,260052,273584
20200612,서대문구,34213,32557
20200612,서초구,155603,162286
20200612,성동구,149556,152736
20200612,성북구,108027,99170
20200612,송파구,214780,211761
20200612,양천구,73389,73890
20200612,영등포구,281392,287881
20200612,용산구,94061,95585
20200612,은평구,163969,155663
20200612,종로구,228047,231775
20200612,중구,234509,240986
20200612,중랑구,69085,66694
20200613,강남구,323032,336223
20200613,강동구,100179,97980
20200613,강북구,55874,53076
20200613,강서구,138358,132653
20200613,관악구,63583,58952
20200613,광진구,101621,101807
20200613,구로구,124983,124169
20200613,금천구,34268,34976
20200613,노원구,131624,128612
20200613,도봉구,48141,47883
20200613,동대문구,65145,62677
20200613,동작구,145291,143030
20200613,마포구,190494,199972
20200613,서대문구,23647,22556
20200613,서초구,115163,118732
20200613,성동구,88730,90002
20200613,성북구,69311,62848
20200613,송파구,132474,129729
20200613,양천구,45093,44487
20200613,영등포구,156781,159116
20200613,용산구,59262,61822
20200613,은평구,106681,102831
20200613,종로구,148365,152287
20200613,중구,115187,116554
20200613,중랑구,48585,46949
20200614,강남구,184529,189007
20200614,강동구,68179,67495
20200614,강북구,41885,40586
20200614,강서구,98541,96371
20200614,관악구,44836,43865
20200614,광진구,76810,76322
20200614,구로구,84539,83535
20200614,금천구,24212,24842
20200614,노원구,93451,92094
20200614,도봉구,37697,37502
20200614,동대문구,45946,45664
20200614,동작구,98409,101003
20200614,마포구,134248,134415
20200614,서대문구,16430,16286
20200614,서초구,88009,86105
20200614,성동구,60159,61867
20200614,성북구,51777,48914
20200614,송파구,88845,90709
20200614,양천구,29852,30040
20200614,영등포구,109775,108460
20200614,용산구,48826,45196
20200614,은평구,75414,74969
20200614,종로구,100589,103410
20200614,중구,73567,74403
20200614,중랑구,34108,33493
20200615,강남구,549427,574645
20200615,강동구,151711,147112
20200615,강북구,77573,75381
20200615,강서구,212588,203813
20200615,관악구,86521,82604
20200615,광진구,123502,122509
20200615,구로구,197131,196645
20200615,금천구,92808,96614
20200615,노원구,185794,181599
20200615,도봉구,64126,63140
20200615,동대문구,92970,91720
20200615,동작구,192959,192193
20200615,마포구,243071,249710
20200615,서대문구,33557,32441
20200615,서초구,142548,142007
20200615,성동구,146285,149883
20200615,성북구,105229,99405
20200615,송파구,207539,207642
20200615,양천구,71854,72848
20200615,영등포구,272655,279030
20200615,용산구,87264,88190
20200615,은평구,160655,154631
20200615,종로구,220985,223125
20200615,중구,231151,236045
20200615,중랑구,67603,66053
20200616,강남구,559088,585794
20200616,강동구,153950,149261
20200616,강북구,78274,76042
20200616,강서구,212470,203933
20200616,관악구,87013,82919
20200616,광진구,125796,124013
20200616,구로구,198434,198091
20200616,금천구,92880,96817
20200616,노원구,187709,183845
20200616,도봉구,64682,64055
20200616,동대문구,92377,90931
20200616,동작구,195273,193169
20200616,마포구,248327,255120
20200616,서대문구,33895,32617
20200616,서초구,144142,145187
20200616,성동구,150282,153389
20200616,성북구,105160,99186
20200616,송파구,210841,208818
20200616,양천구,72515,73071
20200616,영등포구,276466,281936
20200616,용산구,87916,89029
20200616,은평구,162281,156220
20200616,종로구,226290,227941
20200616,중구,235427,240128
20200616,중랑구,67527,66410
20200617,강남구,561480,588197
20200617,강동구,154309,149879
20200617,강북구,78637,76271
20200617,강서구,214112,206379
20200617,관악구,87938,83278
20200617,광진구,127112,125671
20200617,구로구,199786,199784
20200617,금천구,92850,97198
20200617,노원구,188570,184158
20200617,도봉구,65353,64379
20200617,동대문구,93191,91834
20200617,동작구,197568,194960
20200617,마포구,251995,259470
20200617,서대문구,33750,32820
20200617,서초구,144874,146582
20200617,성동구,151514,155576
20200617,성북구,105552,98982
20200617,송파구,212981,210889
20200617,양천구,73084,73648
20200617,영등포구,279297,285505
20200617,용산구,88292,89366
20200617,은평구,163394,157562
20200617,종로구,228138,229991
20200617,중구,234499,240439
20200617,중랑구,67974,66122
20200618,강남구,557374,586163
20200618,강동구,153664,147889
20200618,강북구,78605,75793
20200618,강서구,213413,206460
20200618,관악구,87607,82371
20200618,광진구,125698,124410
20200618,구로구,199594,199394
20200618,금천구,92627,96922
20200618,노원구,187253,182560
20200618,도봉구,65390,64625
20200618,동대문구,92817,91087
20200618,동작구,196807,194321
20200618,마포구,251904,259712
20200618,서대문구,33741,32641
20200618,서초구,144085,146271
20200618,성동구,150047,153657
20200618,성북구,105618,98957
20200618,송파구,211634,209237
20200618,양천구,72944,73529
20200618,영등포구,277654,283924
20200618,용산구,89501,90687
20200618,은평구,162914,156414
20200618,종로구,226415,229438
20200618,중구,235328,241110
20200618,중랑구,67980,65772
20200619,강남구,577299,612420
20200619,강동구,157881,151771
20200619,강북구,80385,77292
20200619,강서구,221359,211700
20200619,관악구,90767,84012
20200619,광진구,131847,132228
20200619,구로구,204169,203169
20200619,금천구,92278,95444
20200619,노원구,191759,186750
20200619,도봉구,66511,64777
20200619,동대문구,94884,91804
20200619,동작구,206248,201887
20200619,마포구,262534,276328
20200619,서대문구,34640,32818
20200619,서초구,157291,164723
20200619,성동구,152836,156075
20200619,성북구,107648,98784
20200619,송파구,218109,215184
20200619,양천구,74847,74870
20200619,영등포구,286180,292990
20200619,용산구,96842,99357
20200619,은평구,165204,156051
20200619,종로구,230049,234952
20200619,중구,235982,243337
20200619,중랑구,69422,66711
20200620,강남구,328230,342626
20200620,강동구,101167,98464
20200620,강북구,56397,53428
20200620,강서구,143304,137672
20200620,관악구,64742,60511
20200620,광진구,105641,105664
20200620,구로구,130491,129096
20200620,금천구,34890,35553
20200620,노원구,134484,130656
20200620,도봉구,49760,49477
20200620,동대문구,65295,62992
20200620,동작구,147450,145898
20200620,마포구,194211,203202
20200620,서대문구,23696,22707
20200620,서초구,119847,124875
20200620,성동구,92352,93871
20200620,성북구,70491,63565
20200620,송파구,132650,129620
20200620,양천구,46637,45776
20200620,영등포구,163589,166632
20200620,용산구,61584,64314
20200620,은평구,108056,103939
20200620,종로구,153392,158091
20200620,중구,118094,120326
20200620,중랑구,50369,48009
20200621,강남구,193008,196256
20200621,강동구,70412,69802
20200621,강북구,43171,41939
20200621,강서구,104258,102633
20200621,관악구,45506,44587
20200621,광진구,76273,76090
20200621,구로구,88830,87986
20200621,금천구,24058,25139
20200621,노원구,94364,93384
20200621,도봉구,38983,38935
20200621,동대문구,45393,45399
20200621,동작구,101454,103146
20200621,마포구,135271,135260
20200621,서대문구,16413,16274
20200621,서초구,91447,88628
20200621,성동구,61264,63358
20200621,성북구,51831,49392
20200621,송파구,89908,92305
20200621,양천구,31645,31421
20200621,영등포구,115506,114989
20200621,용산구,50922,47243
20200621,은평구,76759,76349
20200621,종로구,102124,104512
20200621,중구,74382,75550
20200621,중랑구,35235,34876
20200622,강남구,548203,572915
20200622,강동구,151155,147006
20200622,강북구,76719,74725
20200622,강서구,213474,205123
20200622,관악구,85728,82141
20200622,광진구,120038,119000
20200622,구로구,195804,195531
20200622,금천구,92231,96550
20200622,노원구,186840,182569
20200622,도봉구,62988,61963
20200622,동대문구,91257,90190
20200622,동작구,190139,188682
20200622,마포구,240798,248070
20200622,서대문구,32727,31961
20200622,서초구,144204,143557
20200622,성동구,144229,147124
20200622,성북구,105970,100151
20200622,송파구,206813,206155
20200622,양천구,71592,72645
20200622,영등포구,270887,277069
20200622,용산구,87441,88635
20200622,은평구,159167,153064
20200622,종로구,218606,219888
20200622,중구,229973,234421
20200622,중랑구,66587,65606
20200623,강남구,564642,591326
20200623,강동구,154601,149954
20200623,강북구,78276,76163
20200623,강서구,215417,206809
20200623,관악구,87468,83260
20200623,광진구,124517,123003
20200623,구로구,197660,197966
20200623,금천구,93251,97318
20200623,노원구,189786,185818
20200623,도봉구,65445,64705
20200623,동대문구,94198,92649
20200623,동작구,196529,194127
20200623,마포구,249823,256997
20200623,서대문구,33674,32710
20200623,서초구,145720,147067
20200623,성동구,149045,152579
20200623,성북구,107844,102139
20200623,송파구,212515,211728
20200623,양천구,73074,73560
20200623,영등포구,279207,284679
20200623,용산구,89144,90156
20200623,은평구,163476,157368
20200623,종로구,225304,226491
20200623,중구,236591,241194
20200623,중랑구,67548,66363
20200624,강남구,553877,577550
20200624,강동구,148984,145200
20200624,강북구,74269,72632
20200624,강서구,207971,200117
20200624,관악구,84353,81293
20200624,광진구,117397,116919
20200624,구로구,192758,193658
20200624,금천구,90923,94729
20200624,노원구,181512,177730
20200624,도봉구,59522,59345
20200624,동대문구,88376,87052
20200624,동작구,188326,186007
20200624,마포구,239992,247206
20200624,서대문구,31718,30876
20200624,서초구,142002,142987
20200624,성동구,144196,147737
20200624,성북구,104368,99221
20200624,송파구,208199,206910
20200624,양천구,70753,71638
20200624,영등포구,269370,273797
20200624,용산구,87043,87808
20200624,은평구,155671,150930
20200624,종로구,217685,216484
20200624,중구,231862,233743
20200624,중랑구,64778,63763
20200625,강남구,559329,589376
20200625,강동구,152677,147328
20200625,강북구,77122,74468
20200625,강서구,214798,207293
20200625,관악구,87693,83016
20200625,광진구,121938,120605
20200625,구로구,198668,198902
20200625,금천구,92375,96542
20200625,노원구,188452,183372
20200625,도봉구,62954,62000
20200625,동대문구,93080,91617
20200625,동작구,195738,192946
20200625,마포구,251372,259114
20200625,서대문구,33077,32235
20200625,서초구,144749,147107
20200625,성동구,147887,151304
20200625,성북구,107324,100959
20200625,송파구,211978,209471
20200625,양천구,72983,73430
20200625,영등포구,274597,280838
20200625,용산구,90948,92097
20200625,은평구,162067,155196
20200625,종로구,226499,227808
20200625,중구,236479,241761
20200625,중랑구,67349,65618
20200626,강남구,586145,623631
20200626,강동구,160976,154617
20200626,강북구,82555,78783
20200626,강서구,224589,214092
20200626,관악구,90435,83863
20200626,광진구,133332,133991
20200626,구로구,207351,205972
20200626,금천구,93330,96909
20200626,노원구,197544,191942
20200626,도봉구,67444,65966
20200626,동대문구,99782,96238
20200626,동작구,207704,204559
20200626,마포구,269595,285886
20200626,서대문구,34758,33097
20200626,서초구,160638,167717
20200626,성동구,154290,156870
20200626,성북구,111622,102210
20200626,송파구,220893,217217
20200626,양천구,76834,76832
20200626,영등포구,289559,294899
20200626,용산구,99559,102135
20200626,은평구,168435,159188
20200626,종로구,235078,239735
20200626,중구,242115,249182
20200626,중랑구,70996,67827
20200627,강남구,340372,356041
20200627,강동구,105192,102525
20200627,강북구,59392,56096
20200627,강서구,148085,140867
20200627,관악구,64597,59558
20200627,광진구,107589,107836
20200627,구로구,134058,132886
20200627,금천구,35757,36393
20200627,노원구,139564,135554
20200627,도봉구,51889,51246
20200627,동대문구,70174,66344
20200627,동작구,149705,147646
20200627,마포구,207134,217568
20200627,서대문구,24311,23551
20200627,서초구,124556,128653
20200627,성동구,94348,95607
20200627,성북구,75541,67225
20200627,송파구,137257,133636
20200627,양천구,49520,48419
20200627,영등포구,169095,172037
20200627,용산구,65769,69117
20200627,은평구,112443,108011
20200627,종로구,159209,165030
20200627,중구,125248,128413
20200627,중랑구,51585,49039
20200628,강남구,203224,206345
20200628,강동구,71864,71276
20200628,강북구,43844,42481
20200628,강서구,106626,105070
20200628,관악구,44651,43681
20200628,광진구,81052,80693
20200628,구로구,91017,90302
20200628,금천구,24933,26131
20200628,노원구,98287,96930
20200628,도봉구,40630,40446
20200628,동대문구,48416,48165
20200628,동작구,103653,106273
20200628,마포구,146808,146898
20200628,서대문구,16641,16813
20200628,서초구,95476,92552
20200628,성동구,65281,67215
20200628,성북구,53710,50326
20200628,송파구,93038,95436
20200628,양천구,33338,33471
20200628,영등포구,120545,119697
20200628,용산구,52303,48755
20200628,은평구,79992,79810
20200628,종로구,105665,107995
20200628,중구,79599,80362
20200628,중랑구,35981,35721
20200629,강남구,560238,584889
20200629,강동구,154197,150117
20200629,강북구,77973,76439
20200629,강서구,216388,208803
20200629,관악구,85550,81958
20200629,광진구,122841,121547
20200629,구로구,198863,198512
20200629,금천구,92894,96806
20200629,노원구,187838,183960
20200629,도봉구,64715,64095
20200629,동대문구,94694,93686
20200629,동작구,192933,191821
20200629,마포구,249245,255327
20200629,서대문구,33559,32881
20200629,서초구,143114,142983
20200629,성동구,145815,149073
20200629,성북구,106544,101739
20200629,송파구,211080,210712
20200629,양천구,72588,73890
20200629,영등포구,275119,279837
20200629,용산구,89085,89467
20200629,은평구,161324,155652
20200629,종로구,223919,223338
20200629,중구,233714,237246
20200629,중랑구,68902,67823
20200630,강남구,557223,586675
20200630,강동구,153015,147804
20200630,강북구,77215,74298
20200630,강서구,213695,205843
20200630,관악구,85706,80885
20200630,광진구,122467,120945
20200630,구로구,197087,197290
20200630,금천구,91705,96217
20200630,노원구,184973,180135
20200630,도봉구,62738,61889
20200630,동대문구,92195,90026
20200630,동작구,192358,189605
20200630,마포구,249335,256508
20200630,서대문구,32956,31647
20200630,서초구,140019,141741
20200630,성동구,146094,149287
20200630,성북구,105309,98798
20200630,송파구,211331,208830
20200630,양천구,72987,73396
20200630,영등포구,272526,278545
20200630,용산구,88675,90014
20200630,은평구,159929,153526
20200630,종로구,221126,222984
20200630,중구,233296,239273
20200630,중랑구,68476,66365
20200701,강남구,569248,594990
20200701,강동구,156679,151572
20200701,강북구,80169,77806
20200701,강서구,217608,210963
20200701,관악구,87655,82726
20200701,광진구,129799,128858
20200701,구로구,203751,203765
20200701,금천구,93479,97720
20200701,노원구,192807,187889
20200701,도봉구,67216,66723
20200701,동대문구,96669,94633
20200701,동작구,199792,197874
20200701,마포구,261292,269861
20200701,서대문구,34373,32926
20200701,서초구,147458,147860
20200701,성동구,151760,155279
20200701,성북구,108559,101701
20200701,송파구,216014,213884
20200701,양천구,74349,74790
20200701,영등포구,282537,288062
20200701,용산구,91431,92672
20200701,은평구,165205,158658
20200701,종로구,233135,234893
20200701,중구,240938,246376
20200701,중랑구,70492,68638
20200702,강남구,572277,601770
20200702,강동구,156134,150724
20200702,강북구,80098,77692
20200702,강서구,220001,211857
20200702,관악구,87987,82550
20200702,광진구,130358,129288
20200702,구로구,203532,202839
20200702,금천구,93027,97430
20200702,노원구,190817,186430
20200702,도봉구,66661,65559
20200702,동대문구,96288,94865
20200702,동작구,199640,196978
20200702,마포구,264081,272853
20200702,서대문구,34302,33124
20200702,서초구,148130,149821
20200702,성동구,151892,154623
20200702,성북구,107734,100398
20200702,송파구,216298,214076
20200702,양천구,74106,74420
20200702,영등포구,281766,288255
20200702,용산구,92394,93920
20200702,은평구,165220,158818
20200702,종로구,232316,234367
20200702,중구,240312,246559
20200702,중랑구,69549,67858
20200703,강남구,591366,628856
20200703,강동구,159935,154304
20200703,강북구,81536,78375
20200703,강서구,226890,214834
20200703,관악구,90325,84142
20200703,광진구,136689,136815
20200703,구로구,208036,207252
20200703,금천구,93808,97082
20200703,노원구,196464,191201
20200703,도봉구,67705,66620
20200703,동대문구,97717,94533
20200703,동작구,208800,205754
20200703,마포구,277734,293297
20200703,서대문구,34827,33198
20200703,서초구,160853,167234
20200703,성동구,155262,158486
20200703,성북구,109863,100259
20200703,송파구,222429,219219
20200703,양천구,76636,76977
20200703,영등포구,294404,299091
20200703,용산구,99003,100899
20200703,은평구,168272,159001
20200703,종로구,235546,239596
20200703,중구,243095,249993
20200703,중랑구,71761,69033
20200704,강남구,342693,359089
20200704,강동구,104225,101074
20200704,강북구,58172,54875
20200704,강서구,147238,140595
20200704,관악구,64874,60309
20200704,광진구,108703,109227
20200704,구로구,132128,130352
20200704,금천구,35276,35652
20200704,노원구,136799,132608
20200704,도봉구,51341,50740
20200704,동대문구,68097,64974
20200704,동작구,148602,145487
20200704,마포구,209782,220500
20200704,서대문구,24308,23174
20200704,서초구,121910,126721
20200704,성동구,93858,95907
20200704,성북구,73307,65272
20200704,송파구,137723,133983
20200704,양천구,48380,47664
20200704,영등포구,167276,170029
20200704,용산구,66368,68979
20200704,은평구,111016,106500
20200704,종로구,160495,166813
20200704,중구,120363,122593
20200704,중랑구,51193,48794
20200705,강남구,201270,204719
20200705,강동구,71494,71098
20200705,강북구,43781,42670
20200705,강서구,105895,104087
20200705,관악구,44866,44099
20200705,광진구,79091,78760
20200705,구로구,90637,90136
20200705,금천구,24624,25611
20200705,노원구,96179,95009
20200705,도봉구,40688,40806
20200705,동대문구,48262,48118
20200705,동작구,101798,105084
20200705,마포구,148258,148498
20200705,서대문구,16778,16660
20200705,서초구,93945,90698
20200705,성동구,62724,65321
20200705,성북구,52909,50163
20200705,송파구,91964,94371
20200705,양천구,32252,32358
20200705,영등포구,117935,117452
20200705,용산구,52818,49086
20200705,은평구,77485,77159
20200705,종로구,106826,108824
20200705,중구,77152,78026
20200705,중랑구,35611,35394
20200706,강남구,570981,598451
20200706,강동구,154935,150297
20200706,강북구,78752,76428
20200706,강서구,217478,209808
20200706,관악구,86843,82767
20200706,광진구,127904,126950
20200706,구로구,201439,200902
20200706,금천구,94298,98354
20200706,노원구,189029,184789
20200706,도봉구,65538,64704
20200706,동대문구,94809,93549
20200706,동작구,196019,194747
20200706,마포구,255571,262888
20200706,서대문구,33891,32848
20200706,서초구,147384,146130
20200706,성동구,148216,151762
20200706,성북구,106262,100473
20200706,송파구,213490,211759
20200706,양천구,73965,75024
20200706,영등포구,279937,286495
20200706,용산구,89893,90924
20200706,은평구,163303,157203
20200706,종로구,230037,232399
20200706,중구,235126,239883
20200706,중랑구,68284,66657
20200707,강남구,582743,610170
20200707,강동구,157440,152410
20200707,강북구,79548,77244
20200707,강서구,218609,211215
20200707,관악구,88172,83757
20200707,광진구,129213,127640
20200707,구로구,203160,203354
20200707,금천구,94672,98762
20200707,노원구,190644,186144
20200707,도봉구,66339,65599
20200707,동대문구,95389,93701
20200707,동작구,199822,197478
20200707,마포구,261158,269197
20200707,서대문구,34285,32812
20200707,서초구,146518,147904
20200707,성동구,150897,153864
20200707,성북구,107934,101335
20200707,송파구,216076,213846
20200707,양천구,74823,75239
20200707,영등포구,281823,287842
20200707,용산구,90169,90938
20200707,은평구,165195,158888
20200707,종로구,234066,236414
20200707,중구,239383,244570
20200707,중랑구,68676,66901
20200708,강남구,585519,613624
20200708,강동구,158084,152847
20200708,강북구,80585,78201
20200708,강서구,220221,212426
20200708,관악구,88326,83754
20200708,광진구,132333,131387
20200708,구로구,205860,204920
20200708,금천구,94043,98439
20200708,노원구,192181,187756
20200708,도봉구,66977,66195
20200708,동대문구,95773,94334
20200708,동작구,203238,199622
20200708,마포구,265659,274527
20200708,서대문구,34090,32936
20200708,서초구,149226,150199
20200708,성동구,153901,156797
20200708,성북구,108854,101564
20200708,송파구,218637,216749
20200708,양천구,75686,76555
20200708,영등포구,287945,293689
20200708,용산구,91383,92585
20200708,은평구,166373,159839
20200708,종로구,239313,241310
20200708,중구,241568,246621
20200708,중랑구,69100,67110
20200709,강남구,585462,616006
20200709,강동구,158184,152532
20200709,강북구,79987,77117
20200709,강서구,220010,210707
20200709,관악구,88456,83642
20200709,광진구,131079,129667
20200709,구로구,203574,203496
20200709,금천구,93275,97781
20200709,노원구,191091,186526
20200709,도봉구,66300,65563
